,0.66793823,8.618713,2.4484253,-0.11180115,-0.080566406,0.021530151
                                                                                             ,0.7369232,8.523788,4.9308777,-0.30114746,-0.048461914,0.03517151
                                                                                             ,0.71876526,8.623764,5.1546783,0.101501465,-0.011199951,0.0038909912
                                                                                             ,0.9554596,8.594711,3.738083,0.1486206,-0.054656982,-0.021316528
                                                                                             ,0.6377411,8.702179,4.010132,-0.07785034,-0.025619507,-0.016525269
                                                                                             ,0.6328583,8.598679,5.157654,-0.08079529,0.07069397,4.8828125E-4
                                                                                             ,0.7050171,8.934158,3.7582092,0.13990784,0.13783264,0.013336182
                                                                                             ,0.83535767,8.820938,4.9364166,0.019500732,0.0579834,-0.025024414
                                                                                             ,0.7184601,8.809006,4.0513153,-0.09890747,0.0024871826,-0.056747437
                                                                                             ,0.49739075,8.75798,3.9016113,-0.01020813,-0.08088684,-0.006790161
                                                                                             ,0.6995697,8.776596,3.7767334,0.0074920654,-0.0652771,-0.015136719
                                                                                             ,0.27069092,8.82608,3.9927826,-0.22380066,-0.008422852,-0.013885498
                                                                                             ,0.6710663,8.599884,4.335205,-0.27397156,0.042434692,0.006149292
                                                                                             ,0.4574585,8.324921,5.008209,-0.037094116,0.059799194,-0.044036865
                                                                                             ,0.3675232,8.533798,5.0286407,-0.06350708,0.03300476,-0.035690308
                                                                                             ,0.4986267,8.276413,5.4943542,-0.09376526,0.053131104,0.0051879883
                                                                                             ,-0.671402,7.833893,6.4661865,-0.39782715,0.20982361,-0.03541565
